dataset_id,task_id,role,graph_eligible,task_panel_eligible,future_task_eligible,boundary_status,boundary_evidence,ceiling_status,measurement_state_policy,n_groups,present_frac,exact_frac,censored_frac,boundary_ambiguous_frac,missing_frac,informative_fraction,usable_uncertainty,degree_topology,d_present_mean,d_informative_mean,source_hash,processed_hash,inclusion_exclusion_reason
Phillips2021_CR9114,fluB,single_task_control,True,False,False,explicit,assay_detection,not_reached,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,65536,100.0,0.44,99.55,0.0,0.0,0.25,100.0,16,15.9995,0.04,cr9114.csv=ee31f8fc26fce2730d2ae772e7a095aa334b4c6c5d8e7fbfe4b4a5a1c9a794fe,b7f28640ec7855782e2f8b82768faf2f82e56e932224fb63e20a399f4f4d7878,informative_frac=0.25% < 50%（CL-9 主任务门槛）
TEV_ProtRec,ENLYAQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2069,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYCQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,1653,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYDQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3431,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYEQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3963,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFAS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2858,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFCS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2989,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFDS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2228,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFES,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3544,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFFS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3826,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFGS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2188,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFHS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2602,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFIS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,4345,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFKS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2959,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFLS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2280,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFMS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,4022,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFNS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3065,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFPS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,4054,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQ*,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3059,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQA,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,34378,1.0,,0,0,0,0.3844,0.3844,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQC,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,32174,1.0,,0,0,0,0.4042,0.4042,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQD,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,37498,1.0,,0,0,0,0.3831,0.3831,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQE,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,33832,1.0,,0,0,0,0.3794,0.3794,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQF,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,29606,1.0,,0,0,0,0.4126,0.4126,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQG,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,36391,1.0,,0,0,0,0.4025,0.4025,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQH,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,30510,1.0,,0,0,0,0.4121,0.4121,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQI,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,35413,1.0,,0,0,0,0.3988,0.3988,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQK,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,39496,1.0,,0,0,0,0.2535,0.2535,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQL,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,33563,1.0,,0,0,0,0.4038,0.4038,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQM,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,31004,1.0,,0,0,0,0.3274,0.3274,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQN,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,30648,1.0,,0,0,0,0.2687,0.2687,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQP,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,30999,1.0,,0,0,0,0.4099,0.4099,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQQ,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,29157,1.0,,0,0,0,0.4061,0.4061,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQR,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,36273,1.0,,0,0,0,0.3068,0.3068,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,56326,1.0,,0,0,0,0.7002,0.7002,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQT,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,34749,1.0,,0,0,0,0.3876,0.3876,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQV,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,31962,1.0,,0,0,0,0.3389,0.3389,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQW,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,37311,1.0,,0,0,0,0.3629,0.3629,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFQY,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,30082,1.0,,0,0,0,0.4745,0.4745,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFRS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2879,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFSS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2625,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFTS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3418,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFVS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2352,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFWS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2920,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYFYS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3291,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYGQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3368,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYHQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,4058,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYIQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3049,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYKQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3592,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYLQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,1624,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYMQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3381,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYNQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3741,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYPQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3629,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYQQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2820,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYRQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3100,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYSQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2805,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYTQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2687,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYVQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3020,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYWQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3235,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENLYYQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2611,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENMYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2119,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENNYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3043,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENPYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2497,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENQYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,4255,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENRYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2910,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENSYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3958,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENTYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3077,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENVYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3283,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENWYFQC,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,755,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENWYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2111,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ENYYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2071,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,EPLYFES,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,288,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,EPLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2530,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,EQLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3309,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
