dataset_id,task_id,role,measurement_modality,n_variants_total,n_variants_measured,measured_frac,exact_n,censored_n,boundary_ambiguous_n,missing_n,informative_n,informative_frac,uncertainty_available_n,uncertainty_coverage,floor_value,floor_status,floor_source,ceiling_status,boundary_evidence,notes
TEV_ProtRec,ENLYPQS,task_panel,functional,3629,3629,1.0,3629,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYQQS,task_panel,functional,2820,2820,1.0,2820,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYRQS,task_panel,functional,3100,3100,1.0,3100,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYSQS,task_panel,functional,2805,2805,1.0,2805,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYTQS,task_panel,functional,2687,2687,1.0,2687,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYVQS,task_panel,functional,3020,3020,1.0,3020,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYWQS,task_panel,functional,3235,3235,1.0,3235,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYYQS,task_panel,functional,2611,2611,1.0,2611,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENMYFQS,task_panel,functional,2119,2119,1.0,2119,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENNYFQS,task_panel,functional,3043,3043,1.0,3043,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENPYFQS,task_panel,functional,2497,2497,1.0,2497,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENQYFQS,task_panel,functional,4255,4255,1.0,4255,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENRYFQS,task_panel,functional,2910,2910,1.0,2910,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENSYFQS,task_panel,functional,3958,3958,1.0,3958,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENTYFQS,task_panel,functional,3077,3077,1.0,3077,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENVYFQS,task_panel,functional,3283,3283,1.0,3283,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENWYFQC,task_panel,functional,755,755,1.0,755,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENWYFQS,task_panel,functional,2111,2111,1.0,2111,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENYYFQS,task_panel,functional,2071,2071,1.0,2071,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EPLYFES,task_panel,functional,288,288,1.0,288,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EPLYFQS,task_panel,functional,2530,2530,1.0,2530,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EQLYFQS,task_panel,functional,3309,3309,1.0,3309,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ERLYFQS,task_panel,functional,3177,3177,1.0,3177,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ESLYFQD,task_panel,functional,960,960,1.0,960,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ESLYFQS,task_panel,functional,4133,4133,1.0,4133,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ETLYFFS,task_panel,functional,309,309,1.0,309,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ETLYFQS,task_panel,functional,1934,1934,1.0,1934,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EVLYFQS,task_panel,functional,3651,3651,1.0,3651,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EVLYSQS,task_panel,functional,639,639,1.0,639,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EWLYFQS,task_panel,functional,2538,2538,1.0,2538,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EYLYFQM,task_panel,functional,606,606,1.0,606,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EYLYFQS,task_panel,functional,2053,2053,1.0,2053,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,FNLYFQS,task_panel,functional,2604,2604,1.0,2604,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,GNLYFQS,task_panel,functional,2447,2447,1.0,2447,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,HNLYFQK,task_panel,functional,386,386,1.0,386,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,HNLYFQS,task_panel,functional,3778,3778,1.0,3778,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,INLYFQS,task_panel,functional,2842,2842,1.0,2842,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,KNLYFQS,task_panel,functional,2713,2713,1.0,2713,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,KTCILKS,task_panel,functional,3,3,1.0,3,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1） | too_sparse_for_task_level_use (n_variants_measured=3 < 100)
TEV_ProtRec,LNLYFQH,task_panel,functional,504,504,1.0,504,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,LNLYFQS,task_panel,functional,3024,3024,1.0,3024,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,LNLYFQT,task_panel,functional,1359,1359,1.0,1359,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,MNLYCQS,task_panel,functional,466,466,1.0,466,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,MNLYFKS,task_panel,functional,951,951,1.0,951,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,MNLYFQS,task_panel,functional,2584,2584,1.0,2584,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,NNLYFQS,task_panel,functional,2360,2360,1.0,2360,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,PNLYFQS,task_panel,functional,3392,3392,1.0,3392,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,QNLYFIS,task_panel,functional,112,112,1.0,112,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,QNLYFQG,task_panel,functional,321,321,1.0,321,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,QNLYFQS,task_panel,functional,1107,1107,1.0,1107,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,RNLYFQS,task_panel,functional,1691,1691,1.0,1691,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,RNLYMQS,task_panel,functional,1458,1458,1.0,1458,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,SNLYFHS,task_panel,functional,967,967,1.0,967,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,SNLYFQS,task_panel,functional,3052,3052,1.0,3052,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,TNLYFQS,task_panel,functional,3678,3678,1.0,3678,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,VNLYFQS,task_panel,functional,1959,1959,1.0,1959,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,WNLYFQS,task_panel,functional,3849,3849,1.0,3849,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,YNLYFQS,task_panel,functional,3109,3109,1.0,3109,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,YNLYFQW,task_panel,functional,227,227,1.0,227,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
